Regisoft Contabilidad y Gestión;;;;;;;;;;;;Pág. 1 / 1;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
EPL CONSULTORES SRL, Av. Dr. Honorio Pueyrredon 328 - Dto:8, 1405 CABA, Capital.  Responsable Inscripto 30-71193999-3;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Libro Mayor;;;;;;;;;;;;;;
Desde  01/01/2026  hasta  31/12/2026;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
01.01.01.01 - CAJA (A);;;;;;;;;;;;;;
Asiento Nº;;;Fecha;Concepto;;;Debe;;Haber;;Saldo;;;
      37);;;02/01/26;Compras: s/F A  Nº -00006038 - WNS & ASOCIADOS S.R.L.;;;1.864.700,00;;;;1.864.700,00;;;
      191);;;31/01/26;Compras: s/F A  Nº -00006254 - WNS & ASOCIADOS S.R.L.;;;1.864.700,00;;;;3.729.400,00;;;
      299);;;20/02/26;Honorarios Legales Afip Cuota 1de4;;;144.263,82;;;;3.873.663,82;;;
      336);;;28/02/26;Compras: s/F A  Nº -00006370 - WNS & ASOCIADOS S.R.L.;;;1.864.700,00;;;;5.738.363,82;;;
      500);;;31/03/26;Compras: s/F A  Nº -00006573 - WNS & ASOCIADOS S.R.L.;;;1.974.500,00;;;;7.712.863,82;;;
      620);;;13/04/26;Compras: s/F C  Nº -00000861 - MATTIOLI SAMANTA GABRIELA SOLANGE;;;210.000,00;;;;7.922.863,82;;;
      621);;;13/04/26;Compras: s/F C  Nº -00000862 - MATTIOLI SAMANTA GABRIELA SOLANGE;;;210.000,00;;;;8.132.863,82;;;
      676);;;28/04/26;Compras: s/F A  Nº -00000006 - WNS & ASOCIADOS S.R.L.;;;1.974.500,00;;;;10.107.363,82;;;
;;;;;;;10.107.363,82;;0,00;;;;;
;;;;;;;;;;;;;;
04.02.03.14 - HONORARIOS CONTADOR (R);;;;;;;;;;;;;;
Asiento Nº;;;Fecha;Concepto;;;Debe;;Haber;;Saldo;;;
      186);;;30/01/26;Compras: s/F A  Nº -00000381 - SANDJIAN & ASOCIADOS;;;2.400.000,00;;;;2.400.000,00;;;
      187);;;30/01/26;Compras: s/F A  Nº -00000382 - SANDJIAN & ASOCIADOS;;;770.000,00;;;;3.170.000,00;;;
      333);;;28/02/26;Compras: s/F A  Nº -00000391 - SANDJIAN & ASOCIADOS;;;770.000,00;;;;3.940.000,00;;;
      334);;;28/02/26;Compras: s/F A  Nº -00000392 - SANDJIAN & ASOCIADOS;;;2.400.000,00;;;;6.340.000,00;;;
      509);;;31/03/26;Compras: s/F A  Nº -00000435 - SANDJIAN & ASOCIADOS;;;2.400.000,00;;;;8.740.000,00;;;
      510);;;31/03/26;Compras: s/F A  Nº -00000436 - SANDJIAN & ASOCIADOS;;;770.000,00;;;;9.510.000,00;;;
      762);;;05/05/26;Compras: s/F A  Nº -00000459 - SANDJIAN & ASOCIADOS;;;770.000,00;;;;10.280.000,00;;;
      763);;;05/05/26;Compras: s/F A  Nº -00000460 - SANDJIAN & ASOCIADOS;;;2.400.000,00;;;;12.680.000,00;;;
      767);;;05/05/26;Compras: s/F A  Nº -00000461 - SANDJIAN & ASOCIADOS;;;770.000,00;;;;13.450.000,00;;;
      767);;;05/05/26;Compras: s/F A  Nº -00000461 - SANDJIAN & ASOCIADOS;;;419.900,00;;;;13.869.900,00;;;
;;;;;;;13.869.900,00;;0,00;;;;;
;;;;;;;;;;;;;;
04.02.03.20 - PUBLICIDAD Y MARKETING (R);;;;;;;;;;;;;;
Asiento Nº;;;Fecha;Concepto;;;Debe;;Haber;;Saldo;;;
      35);;;02/01/26;Compras: s/F A  Nº -00001633 - SACCOL EMILIANO;;;453.475,00;;;;453.475,00;;;
      38);;;02/01/26;Compras: s/F A  Nº -00003577 - FUNDACION CONSENSO;;;200.481,00;;;;653.956,00;;;
      81);;;09/01/26;Compras: s/F A  Nº -00001640 - SACCOL EMILIANO;;;150.000,00;;;;803.956,00;;;
      124);;;19/01/26;Compras: s/F A  Nº -00001642 - SACCOL EMILIANO;;;158.500,00;;;;962.456,00;;;
      234);;;02/02/26;Compras: s/F A  Nº -00003593 - FUNDACION CONSENSO;;;200.481,00;;;;1.162.937,00;;;
      252);;;04/02/26;Compras: s/F A  Nº -00001644 - SACCOL EMILIANO;;;453.475,00;;;;1.616.412,00;;;
      367);;;01/03/26;Compras: s/F A  Nº -00001654 - SACCOL EMILIANO;;;453.475,00;;;;2.069.887,00;;;
      378);;;02/03/26;Compras: s/F A  Nº -00003636 - FUNDACION CONSENSO;;;216.519,00;;;;2.286.406,00;;;
      546);;;01/04/26;Compras: s/F A  Nº -00001668 - SACCOL EMILIANO;;;498.800,00;;;;2.785.206,00;;;
      554);;;01/04/26;Compras: s/F A  Nº -00003697 - FUNDACION CONSENSO;;;216.519,00;;;;3.001.725,00;;;
      675);;;28/04/26;Compras: s/F A  Nº -00001676 - SACCOL EMILIANO;;;188.500,00;;;;3.190.225,00;;;
      726);;;02/05/26;Compras: s/F A  Nº -00001678 - SACCOL EMILIANO;;;498.800,00;;;;3.689.025,00;;;
      731);;;04/05/26;Compras: s/F A  Nº -00003752 - FUNDACION CONSENSO;;;216.519,00;;;;3.905.544,00;;;
;;;;;;;3.905.544,00;;0,00;;;;;
;;;;;;;;;;;;;;
04.02.03.21 - SERVICIOS TERCERIZADOS (R);;;;;;;;;;;;;;
Asiento Nº;;;Fecha;Concepto;;;Debe;;Haber;;Saldo;;;
      36);;;02/01/26;Compras: s/F A  Nº -00004455 - ARQUETIPONET S.R.L.;;;225.234,00;;;;225.234,00;;;
      40);;;02/01/26;Compras: s/F C  Nº -00000200 - RODRIGUEZ PILAR;;;1.783.100,00;;;;2.008.334,00;;;
      62);;;04/01/26;Compras: s/F A  Nº -00000470 - DAURAT MERCEDES MARIA;;;5.000.000,00;;;;7.008.334,00;;;
      69);;;06/01/26;Compras: s/F C  Nº -00000120 - MERCEDES FRATTINI;;;1.500.000,00;;;;8.508.334,00;;;
      70);;;06/01/26;Compras: s/F C  Nº -00000121 - MERCEDES FRATTINI;;;882.000,00;;;;9.390.334,00;;;
      98);;;13/01/26;Compras: s/F C  Nº -00000028 - ANDREACCHIO RODOLFO;;;900.000,00;;;;10.290.334,00;;;
      104);;;15/01/26;Compras: s/F C  Nº -00000124 - MERCEDES FRATTINI;;;1.047.986,80;;;;11.338.320,80;;;
      167);;;26/01/26;Compras: s/F A  Nº -00000018 - FABIOLA LANDIN;;;600.000,00;;;;11.938.320,80;;;
      209);;;01/02/26;Compras: s/F A  Nº -00000473 - DAURAT MERCEDES MARIA;;;5.000.000,00;;;;16.938.320,80;;;
      210);;;01/02/26;Compras: s/F A  Nº -00004478 - ARQUETIPONET S.R.L.;;;231.520,00;;;;17.169.840,80;;;
      236);;;02/02/26;Compras: s/F C  Nº -00000041 - MARIA SOLEDAD PASCALE;;;2.500.000,00;;;;19.669.840,80;;;
      237);;;02/02/26;Compras: s/F C  Nº -00000203 - RODRIGUEZ PILAR;;;1.783.100,00;;;;21.452.940,80;;;
      238);;;02/02/26;Compras: s/F C  Nº -00000125 - MERCEDES FRATTINI;;;1.047.986,80;;;;22.500.927,60;;;
      239);;;02/02/26;Compras: s/F C  Nº -00000126 - MERCEDES FRATTINI;;;1.500.000,00;;;;24.000.927,60;;;
      240);;;02/02/26;Compras: s/F C  Nº -00000127 - MERCEDES FRATTINI;;;536.136,76;;;;24.537.064,36;;;
      278);;;15/02/26;Compras: s/F C  Nº -00000029 - ANDREACCHIO RODOLFO;;;900.000,00;;;;25.437.064,36;;;
      307);;;23/02/26;Compras: s/F A  Nº -00004500 - ARQUETIPONET S.R.L.;;;135.000,00;;;;25.572.064,36;;;
      368);;;01/03/26;Compras: s/F A  Nº -00004521 - ARQUETIPONET S.R.L.;;;223.520,00;;;;25.795.584,36;;;
      380);;;02/03/26;Compras: s/F C  Nº -00000042 - MARIA SOLEDAD PASCALE;;;2.500.000,00;;;;28.295.584,36;;;
      393);;;04/03/26;Compras: s/F C  Nº -00000206 - RODRIGUEZ PILAR;;;1.961.410,00;;;;30.256.994,36;;;
      394);;;04/03/26;Compras: s/F C  Nº -00000132 - MERCEDES FRATTINI;;;1.047.986,80;;;;31.304.981,16;;;
      395);;;04/03/26;Compras: s/F C  Nº -00000133 - MERCEDES FRATTINI;;;1.500.000,00;;;;32.804.981,16;;;
      396);;;04/03/26;Compras: s/NC C  Nº -00000005 - ABEL RODRIGUEZ;;;;;1.961.410,00;;30.843.571,16;;;
      397);;;04/03/26;Compras: s/R C  Nº -00000163 - ABEL RODRIGUEZ;;;1.961.410,00;;;;32.804.981,16;;;
      440);;;13/03/26;Compras: s/F C  Nº -00000030 - ANDREACCHIO RODOLFO;;;900.000,00;;;;33.704.981,16;;;
      452);;;17/03/26;Compras: s/F A  Nº -00000019 - FABIOLA LANDIN;;;600.000,00;;;;34.304.981,16;;;
      453);;;17/03/26;Compras: s/F A  Nº -00000020 - FABIOLA LANDIN;;;600.000,00;;;;34.904.981,16;;;
      543);;;01/04/26;Compras: s/F A  Nº -00000494 - DAURAT MERCEDES MARIA;;;5.000.000,00;;;;39.904.981,16;;;
      544);;;01/04/26;Compras: s/F A  Nº -00000495 - DAURAT MERCEDES MARIA;;;5.000.000,00;;;;44.904.981,16;;;
      545);;;01/04/26;Compras: s/F A  Nº -00000496 - DAURAT MERCEDES MARIA;;;5.000.000,00;;;;49.904.981,16;;;
      547);;;01/04/26;Compras: s/F A  Nº -00004564 - ARQUETIPONET S.R.L.;;;221.120,00;;;;50.126.101,16;;;
      555);;;01/04/26;Compras: s/F C  Nº -00000043 - MARIA SOLEDAD PASCALE;;;2.500.000,00;;;;52.626.101,16;;;
      564);;;01/04/26;Compras: s/NC A  Nº -00000052 - DAURAT MERCEDES MARIA;;;;;5.000.000,00;;47.626.101,16;;;
      589);;;06/04/26;Compras: s/F C  Nº -00000138 - MERCEDES FRATTINI;;;1.047.986,80;;;;48.674.087,96;;;
      590);;;06/04/26;Compras: s/F C  Nº -00000139 - MERCEDES FRATTINI;;;1.500.000,00;;;;50.174.087,96;;;
      598);;;07/04/26;Compras: s/F C  Nº -00000209 - RODRIGUEZ PILAR;;;1.961.410,00;;;;52.135.497,96;;;
      624);;;14/04/26;Compras: s/F C  Nº -00000031 - ANDREACCHIO RODOLFO;;;900.000,00;;;;53.035.497,96;;;
      663);;;24/04/26;Compras: s/F C  Nº -00000221 - MAGNALDI DIEGO FERNANDO;;;552.000,00;;;;53.587.497,96;;;
      664);;;24/04/26;Pagos: s/ O.Pago Nº6211 - MAGNALDI DIEGO FERNANDO;;;552.000,00;;;;54.139.497,96;;;
      665);;;24/04/26;Pagos: s/ O.Pago Nº6212 - SANTA FE COMERCIAL SOCIEDAD DE RESPONSAB;;;567.064,83;;;;54.706.562,79;;;
      666);;;24/04/26;Compras: s/F A  Nº -00092411 - SANTA FE COMERCIAL SOCIEDAD DE RESPONSAB;;;485.044,12;;;;55.191.606,91;;;
      666);;;24/04/26;Compras: s/F A  Nº -00092411 - SANTA FE COMERCIAL SOCIEDAD DE RESPONSAB;;;146.880,00;;;;55.338.486,91;;;
      667);;;24/04/26;Compras: s/F A  Nº -00092415 - SANTA FE COMERCIAL SOCIEDAD DE RESPONSAB;;;347.260,19;;;;55.685.747,10;;;
      667);;;24/04/26;Compras: s/F A  Nº -00092415 - SANTA FE COMERCIAL SOCIEDAD DE RESPONSAB;;;146.880,00;;;;55.832.627,10;;;
      670);;;28/04/26;Pagos: s/ O.Pago Nº6213 - ANDREACCHIO RODOLFO;;;900.000,00;;;;56.732.627,10;;;
      686);;;29/04/26;Compras: s/F C  Nº -00000140 - MERCEDES FRATTINI;;;1.500.000,00;;;;58.232.627,10;;;
      687);;;29/04/26;Compras: s/F C  Nº -00000141 - MERCEDES FRATTINI;;;1.047.986,80;;;;59.280.613,90;;;
      688);;;29/04/26;Compras: s/NC A  Nº -00001335 - SANTA FE COMERCIAL SOCIEDAD DE RESPONSAB;;;;;485.044,12;;58.795.569,78;;;
      688);;;29/04/26;Compras: s/NC A  Nº -00001335 - SANTA FE COMERCIAL SOCIEDAD DE RESPONSAB;;;;;146.880,00;;58.648.689,78;;;
      704);;;30/04/26;Compras: s/F A  Nº -00051203 - SANTA FE COMERCIAL SOCIEDAD DE RESPONSAB;;;106.312,00;;;;58.755.001,78;;;
      720);;;01/05/26;Compras: s/F A  Nº -00004609 - ARQUETIPONET S.R.L.;;;222.560,00;;;;58.977.561,78;;;
      725);;;01/05/26;Compras: s/F A  Nº -00000503 - DAURAT MERCEDES MARIA;;;5.000.000,00;;;;63.977.561,78;;;
      733);;;04/05/26;Compras: s/F C  Nº -00000044 - MARIA SOLEDAD PASCALE;;;2.500.000,00;;;;66.477.561,78;;;
      764);;;05/05/26;Compras: s/F C  Nº -00000755 - ROSETTI OMAR JORGE OCTAVIO;;;15.000,00;;;;66.492.561,78;;;
      770);;;06/05/26;Compras: s/F C  Nº -00000212 - RODRIGUEZ PILAR;;;1.961.410,00;;;;68.453.971,78;;;
      784);;;08/05/26;Compras: s/F C  Nº -00000062 - CAU ANALIA CLAUDIA;;;1.650.000,00;;;;70.103.971,78;;;
      787);;;11/05/26;Compras: s/F A  Nº -00000021 - FABIOLA LANDIN;;;600.000,00;;;;70.703.971,78;;;
      788);;;11/05/26;Compras: s/F A  Nº -00004624 - ARQUETIPONET S.R.L.;;;141.442,28;;;;70.845.414,06;;;
      802);;;13/05/26;Compras: s/F C  Nº -00000032 - ANDREACCHIO RODOLFO;;;900.000,00;;;;71.745.414,06;;;
;;;;;;;79.338.748,18;;7.593.334,12;;;;;
;;;;;;;;;;;;;;
04.02.03.22 - LICENCIAS DE SOFTWARE (R);;;;;;;;;;;;;;
Asiento Nº;;;Fecha;Concepto;;;Debe;;Haber;;Saldo;;;
      2);;;01/01/26;Compras: s/F A  Nº -00002341 - CESAR AUGUSTO ARCARO MALITO;;;794.012,70;;;;794.012,70;;;
      3);;;01/01/26;Compras: s/F A  Nº -00002342 - CESAR AUGUSTO ARCARO MALITO;;;400.000,00;;;;1.194.012,70;;;
      4);;;01/01/26;Compras: s/F A  Nº -00002343 - CESAR AUGUSTO ARCARO MALITO;;;957.487,49;;;;2.151.500,19;;;
      5);;;01/01/26;Compras: s/F A  Nº -00002344 - CESAR AUGUSTO ARCARO MALITO;;;2.058.075,91;;;;4.209.576,10;;;
      6);;;01/01/26;Compras: s/F C  Nº -00001173 - LUCIANO ORSI;;;502.125,00;;;;4.711.701,10;;;
      7);;;01/01/26;Compras: s/F C  Nº -00001174 - LUCIANO ORSI;;;595.432,00;;;;5.307.133,10;;;
      8);;;01/01/26;Compras: s/F C  Nº -00001175 - LUCIANO ORSI;;;916.933,00;;;;6.224.066,10;;;
      9);;;01/01/26;Compras: s/F C  Nº -00001176 - LUCIANO ORSI;;;502.123,00;;;;6.726.189,10;;;
      211);;;01/02/26;Compras: s/F A  Nº -00002370 - CESAR AUGUSTO ARCARO MALITO;;;794.012,70;;;;7.520.201,80;;;
      212);;;01/02/26;Compras: s/F A  Nº -00002371 - CESAR AUGUSTO ARCARO MALITO;;;400.000,00;;;;7.920.201,80;;;
      213);;;01/02/26;Compras: s/F A  Nº -00002372 - CESAR AUGUSTO ARCARO MALITO;;;957.487,49;;;;8.877.689,29;;;
      214);;;01/02/26;Compras: s/F A  Nº -00002373 - CESAR AUGUSTO ARCARO MALITO;;;2.058.075,91;;;;10.935.765,20;;;
      215);;;01/02/26;Compras: s/F C  Nº -00001206 - LUCIANO ORSI;;;502.125,00;;;;11.437.890,20;;;
      216);;;01/02/26;Compras: s/F C  Nº -00001207 - LUCIANO ORSI;;;595.432,00;;;;12.033.322,20;;;
      217);;;01/02/26;Compras: s/F C  Nº -00001208 - LUCIANO ORSI;;;916.933,00;;;;12.950.255,20;;;
      218);;;01/02/26;Compras: s/F C  Nº -00001209 - LUCIANO ORSI;;;502.123,00;;;;13.452.378,20;;;
      369);;;01/03/26;Compras: s/F A  Nº -00002399 - CESAR AUGUSTO ARCARO MALITO;;;794.012,70;;;;14.246.390,90;;;
      370);;;01/03/26;Compras: s/F A  Nº -00002400 - CESAR AUGUSTO ARCARO MALITO;;;400.000,00;;;;14.646.390,90;;;
      371);;;01/03/26;Compras: s/F A  Nº -00002401 - CESAR AUGUSTO ARCARO MALITO;;;957.487,49;;;;15.603.878,39;;;
      372);;;01/03/26;Compras: s/F A  Nº -00002402 - CESAR AUGUSTO ARCARO MALITO;;;2.058.075,91;;;;17.661.954,30;;;
      373);;;01/03/26;Compras: s/F C  Nº -00001231 - LUCIANO ORSI;;;502.125,00;;;;18.164.079,30;;;
      374);;;01/03/26;Compras: s/F C  Nº -00001232 - LUCIANO ORSI;;;595.432,00;;;;18.759.511,30;;;
      375);;;01/03/26;Compras: s/F C  Nº -00001233 - LUCIANO ORSI;;;916.933,00;;;;19.676.444,30;;;
      376);;;01/03/26;Compras: s/F C  Nº -00001234 - LUCIANO ORSI;;;502.123,00;;;;20.178.567,30;;;
      422);;;10/03/26;Compras: s/F A  Nº -00002409 - CESAR AUGUSTO ARCARO MALITO;;;502.123,00;;;;20.680.690,30;;;
      423);;;10/03/26;Compras: s/F C  Nº -00001256 - LUCIANO ORSI;;;794.013,00;;;;21.474.703,30;;;
      424);;;10/03/26;Compras: s/NC A  Nº -00000084 - CESAR AUGUSTO ARCARO MALITO;;;;;794.012,71;;20.680.690,59;;;
      425);;;10/03/26;Compras: s/NC C  Nº -00000080 - LUCIANO ORSI;;;;;502.123,00;;20.178.567,59;;;
      548);;;01/04/26;Compras: s/F A  Nº -00002436 - CESAR AUGUSTO ARCARO MALITO;;;400.000,00;;;;20.578.567,59;;;
      549);;;01/04/26;Compras: s/F A  Nº -00002437 - CESAR AUGUSTO ARCARO MALITO;;;957.487,49;;;;21.536.055,08;;;
      550);;;01/04/26;Compras: s/F A  Nº -00002438 - CESAR AUGUSTO ARCARO MALITO;;;502.123,00;;;;22.038.178,08;;;
      551);;;01/04/26;Compras: s/F A  Nº -00002439 - CESAR AUGUSTO ARCARO MALITO;;;1.115.472,92;;;;23.153.651,00;;;
      552);;;01/04/26;Compras: s/F A  Nº -00002440 - CESAR AUGUSTO ARCARO MALITO;;;584.973,30;;;;23.738.624,30;;;
      553);;;01/04/26;Compras: s/F A  Nº -00002441 - CESAR AUGUSTO ARCARO MALITO;;;2.315.524,45;;;;26.054.148,75;;;
      556);;;01/04/26;Compras: s/F C  Nº -00001257 - LUCIANO ORSI;;;502.125,00;;;;26.556.273,75;;;
      557);;;01/04/26;Compras: s/F C  Nº -00001258 - LUCIANO ORSI;;;595.432,00;;;;27.151.705,75;;;
      558);;;01/04/26;Compras: s/F C  Nº -00001259 - LUCIANO ORSI;;;916.933,00;;;;28.068.638,75;;;
      559);;;01/04/26;Compras: s/F C  Nº -00001260 - LUCIANO ORSI;;;794.013,00;;;;28.862.651,75;;;
      560);;;01/04/26;Compras: s/F C  Nº -00001261 - LUCIANO ORSI;;;584.975,00;;;;29.447.626,75;;;
      561);;;01/04/26;Compras: s/F C  Nº -00001262 - LUCIANO ORSI;;;693.678,00;;;;30.141.304,75;;;
      562);;;01/04/26;Compras: s/F C  Nº -00001263 - LUCIANO ORSI;;;1.068.226,00;;;;31.209.530,75;;;
      563);;;01/04/26;Compras: s/F C  Nº -00001264 - LUCIANO ORSI;;;925.025,00;;;;32.134.555,75;;;
      565);;;01/04/26;Compras: s/NC A  Nº -00000086 - CESAR AUGUSTO ARCARO MALITO;;;;;957.487,49;;31.177.068,26;;;
      566);;;01/04/26;Compras: s/NC A  Nº -00000087 - CESAR AUGUSTO ARCARO MALITO;;;;;502.123,00;;30.674.945,26;;;
      567);;;01/04/26;Compras: s/NC C  Nº -00000085 - LUCIANO ORSI;;;;;502.125,00;;30.172.820,26;;;
      568);;;01/04/26;Compras: s/NC C  Nº -00000086 - LUCIANO ORSI;;;;;595.432,00;;29.577.388,26;;;
      569);;;01/04/26;Compras: s/NC C  Nº -00000087 - LUCIANO ORSI;;;;;916.933,00;;28.660.455,26;;;
      570);;;01/04/26;Compras: s/NC C  Nº -00000088 - LUCIANO ORSI;;;;;794.013,00;;27.866.442,26;;;
      721);;;01/05/26;Compras: s/F C  Nº -00001288 - LUCIANO ORSI;;;584.975,00;;;;28.451.417,26;;;
      722);;;01/05/26;Compras: s/F C  Nº -00001289 - LUCIANO ORSI;;;693.678,00;;;;29.145.095,26;;;
      723);;;01/05/26;Compras: s/F C  Nº -00001290 - LUCIANO ORSI;;;1.068.226,00;;;;30.213.321,26;;;
      724);;;01/05/26;Compras: s/F C  Nº -00001291 - LUCIANO ORSI;;;925.025,00;;;;31.138.346,26;;;
      727);;;03/05/26;Compras: s/F A  Nº -00002471 - CESAR AUGUSTO ARCARO MALITO;;;400.000,00;;;;31.538.346,26;;;
      728);;;03/05/26;Compras: s/F A  Nº -00002472 - CESAR AUGUSTO ARCARO MALITO;;;1.115.472,92;;;;32.653.819,18;;;
      729);;;03/05/26;Compras: s/F A  Nº -00002473 - CESAR AUGUSTO ARCARO MALITO;;;584.973,30;;;;33.238.792,48;;;
      730);;;03/05/26;Compras: s/F A  Nº -00002474 - CESAR AUGUSTO ARCARO MALITO;;;2.323.354,45;;;;35.562.146,93;;;
;;;;;;;41.126.396,13;;5.564.249,20;;;;;
;;;;;;;;;;;;;;
04.02.03.23 - GASTOS DE CONCURSO PREVENTIVO (R);;;;;;;;;;;;;;
Asiento Nº;;;Fecha;Concepto;;;Debe;;Haber;;Saldo;;;
      797);;;12/05/26;Cierre de Cuenta Galicia-Decision Comercial Galicia;;;59.000,00;;;;59.000,00;;;
;;;;;;;59.000,00;;0,00;;;;;
;;;;;;;;;;;;;;
04.02.04.01 - INTERESES RESARCITORIOS (R);;;;;;;;;;;;;;
Asiento Nº;;;Fecha;Concepto;;;Debe;;Haber;;Saldo;;;
      82);;;09/01/26;Pago Obra Social-SCVO 2025-11;;;54.384,20;;;;54.384,20;;;
      155);;;22/01/26;Devengamiento PFP V612731;;;53.269,56;;;;107.653,76;;;
      155);;;22/01/26;Devengamiento PFP V612731;;;123.594,62;;;;231.248,38;;;
      258);;;06/02/26;Pago Obra Social-SCVO 2025-12;;;61.080,32;;;;292.328,70;;;
      300);;;20/02/26;Devengamiento PFP V725256;;;19.598,95;;;;311.927,65;;;
      300);;;20/02/26;Devengamiento PFP V725256;;;70.901,77;;;;382.829,42;;;
      301);;;20/02/26;Devengamiento PFP V725445;;;2.873.295,51;;;;3.256.124,93;;;
      301);;;20/02/26;Devengamiento PFP V725445;;;2.467.502,36;;;;5.723.627,29;;;
      611);;;09/04/26;Pago Obra Social-SCVO 2026-02;;;70.724,59;;;;5.794.351,88;;;
      612);;;09/04/26;Pago Obra Social-SCVO 2026-01;;;132.929,84;;;;5.927.281,72;;;
      616);;;09/04/26;Devengamiento PFP V933604;;;270.154,30;;;;6.197.436,02;;;
      616);;;09/04/26;Devengamiento PFP V933604;;;196.999,49;;;;6.394.435,51;;;
      683);;;28/04/26;Pago ART Dic2025 y Mar2026;;;95.642,54;;;;6.490.078,05;;;
      684);;;28/04/26;Pago Obra Social-SCVO 2026-03;;;28.061,23;;;;6.518.139,28;;;
;;;;;;;6.518.139,28;;0,00;;;;;
;;;;;;;;;;;;;;
04.02.04.02 - INTERESES IMPOSITIVOS (R);;;;;;;;;;;;;;
Asiento Nº;;;Fecha;Concepto;;;Debe;;Haber;;Saldo;;;
      94);;;12/01/26;V066516 - Cuota 2.071.918,23 (Pago Cuota 1);;;797.928,03;;;;797.928,03;;;
      95);;;12/01/26;V113915 - Cuota 3.733.998,24 (Pago Cuota 1);;;1.026.265,69;;;;1.824.193,72;;;
      113);;;16/01/26;V293237 - Pago Cuota 2;;;466.604,27;;;;2.290.797,99;;;
      114);;;16/01/26;V114140 PAgo Cuota 4;;;51.873,36;;;;2.342.671,35;;;
      115);;;16/01/26;V293428 - Pago Cuota 2;;;5.821,39;;;;2.348.492,74;;;
      271);;;11/02/26;V113915 - Cuota 3.733.998,24 (Pago Cuota 2);;;940.191,09;;;;3.288.683,83;;;
      279);;;16/02/26;V293237 - Pago Cuota 3;;;429.702,27;;;;3.718.386,10;;;
      280);;;16/02/26;V114140 Pago Cuota 5;;;46.418,33;;;;3.764.804,43;;;
      281);;;16/02/26;V293428 - Pago Cuota 3;;;2.930,50;;;;3.767.734,93;;;
      282);;;16/02/26;V429557 -Pago Cuota 2;;;970.348,73;;;;4.738.083,66;;;
;;;;;;;4.738.083,66;;0,00;;;;;
;;;;;;;;;;;;;;
04.02.04.04 - INTERESES FINANCIEROS (R);;;;;;;;;;;;;;
Asiento Nº;;;Fecha;Concepto;;;Debe;;Haber;;Saldo;;;
      45);;;02/01/26;Compras: s/OC  Nº -00215625 - BANCO DE LA CIUDAD DE BUENOS AIRES;;;182.334,04;;;;182.334,04;;;
      46);;;02/01/26;Compras: s/OC  Nº -04001678 - BANCO DE LA CIUDAD DE BUENOS AIRES;;;320.966,00;;;;503.300,04;;;
      47);;;02/01/26;Compras: s/OC  Nº -04001809 - BANCO DE LA CIUDAD DE BUENOS AIRES;;;666.254,76;;;;1.169.554,80;;;
      48);;;02/01/26;Compras: s/OC  Nº -04001923 - BANCO DE LA CIUDAD DE BUENOS AIRES;;;930.177,30;;;;2.099.732,10;;;
      49);;;02/01/26;Compras: s/OC  Nº -13318108 - BANCO BBVA ARGENTINA;;;1.933.987,99;;;;4.033.720,09;;;
      50);;;02/01/26;Compras: s/OC  Nº -13318109 - BANCO BBVA ARGENTINA;;;2.022.917,70;;;;6.056.637,79;;;
      51);;;02/01/26;Compras: s/OC  Nº -13318110 - BANCO BBVA ARGENTINA;;;1.985.487,08;;;;8.042.124,87;;;
      52);;;02/01/26;Compras: s/OC  Nº -13318111 - BANCO BBVA ARGENTINA;;;1.865.438,89;;;;9.907.563,76;;;
      57);;;02/01/26;Reversion Gastos Bancarios;;;;;5.942.392,77;;3.965.170,99;;;
      60);;;02/01/26;Reversion Gastos Bancarios;;;;;2.638.983,65;;1.326.187,34;;;
      64);;;05/01/26;Compras: s/OC  Nº -72110420 - BANCO SANTANDER RIO SA;;;144.973,69;;;;1.471.161,03;;;
      67);;;05/01/26;(Visa) Tarjeta de Credito Visa;;;2.736.654,35;;;;4.207.815,38;;;
      116);;;16/01/26;Compras: s/OC  Nº -00220301 - BANCO DE LA CIUDAD DE BUENOS AIRES;;;596.687,38;;;;4.804.502,76;;;
      130);;;19/01/26;Compras: s/OC  Nº -04002057 - BANCO DE LA CIUDAD DE BUENOS AIRES;;;65.327,47;;;;4.869.830,23;;;
      144);;;20/01/26;Pago Prestamo Macro-Cuota 9;;;204.829,70;;;;5.074.659,93;;;
      144);;;20/01/26;Pago Prestamo Macro-Cuota 9;;;4.096,59;;;;5.078.756,52;;;
      157);;;22/01/26;Pago Prestamo Brubank;;;223.520,81;;;;5.302.277,33;;;
      192);;;31/01/26;(Int.Descubierto) Gastos y Comisiones Bancarias-Santander;;;993.898,73;;;;6.296.176,06;;;
      199);;;31/01/26;(Int.Descubierto) Gastos y Comisiones Bancarias-Banco Ciudad;;;2.062,99;;;;6.298.239,05;;;
      200);;;31/01/26;Compras: s/OC  Nº -31012026 - BANCO MACRO CTA CTE;;;1.915,57;;;;6.300.154,62;;;
      230);;;01/02/26;Compras: s/OC  Nº -73031720 - BANCO SANTANDER RIO SA;;;349.903,86;;;;6.650.058,48;;;
      231);;;01/02/26;Compras: s/OC  Nº -82817110 - BANCO SANTANDER RIO SA;;;370.074,72;;;;7.020.133,20;;;
      232);;;01/02/26;Compras: s/OC  Nº -08660637 - BANCO SANTANDER RIO SA;;;230.261,41;;;;7.250.394,61;;;
